,X_WGS84,Y_WGS84,grass
5758,-105.190278,49.223812,0
5759,-105.18694,39.53832,0
5760,-105.18056,34.59334,0
5761,-105.17,58.48,0
11439,-105.17,24.26,0
5762,-105.164137,50.98775,0
11440,-105.15,61.25,0
5763,-105.13445,36.548695,0
11441,-105.13,67.62,0
5764,-105.129,36.93,0
5765,-105.12882,48.80391,0
11442,-105.12,29,0
11443,-105.11,23.63,0
5766,-105.10054,39.26028,0
11444,-105.1,41.24,0
5767,-105.096047,40.978205,0
5768,-105.09074,39.063444,0
11445,-105.08,28,0
5769,-105.076616,49.723051,0
5770,-105.07642,33.66372,0
5771,-105.07481,23.8853,0
5772,-105.07364,37.32029,0
5773,-105.06,65.56,0
11446,-105.06,29.74,0
5774,-105.052673,42.984034,0
11447,-105.05,28.45,0
5775,-105.03497,46.42996,0
11448,-105.03,25.99,0
5776,-105.023437,40.568651,0
5777,-105.020588,39.894133,0
11449,-105.02,63.11,0
5778,-105.01752,35.07937,0
5779,-105.01396,35.904686,0
5780,-105.010349,38.790517,0
5781,-105.01033,36.764861,0
5782,-105.00798,37.87983,0
5783,-105.1,40.33333,0
5784,-104.99016,34.899338,0
11450,-104.99,42.71,0
5785,-104.98855,37.53659,0
5786,-104.985858,50.023638,0
5787,-104.98,60.77,0
5788,-104.98,62.44,0
5789,-104.96643,38.367365,0
5790,-104.9621157,44.96376513,0
5791,-104.960808,42.130318,0
11451,-104.96,59.21,0
5792,-104.956334,35.593637,0
5793,-104.95222,41.7864,0
5794,-104.95,67.39,0
11452,-104.95,22.55,0
5795,-104.94996,42.41608,0
11453,-104.94,66.84,0
5796,-104.93843,39.457611,0
5797,-104.936134,27.311795,0
11454,-104.93,26.98,0
5798,-104.912558,49.025239,0
11455,-104.91,64.88,0
5799,-104.905689,50.768118,0
5800,-104.901024,47.272427,0
11456,-104.9,25.25,0
5801,-104.8895,41.544,0
5802,-104.887203,38.624217,0
11457,-104.88,66.69,0
5803,-104.87165,39.156315,0
5804,-104.87,63.47,0
11458,-104.87,64.16,0
5805,-104.864105,40.169796,0
11459,-104.86,44.11,0
5806,-104.858054,36.513056,0
5807,-104.843627,33.370766,0
5808,-104.84234,32.132657,0
5809,-104.841242,50.554971,0
11460,-104.84,23.4,0
5810,-104.83945,39.624365,0
5811,-104.839256,51.240424,0
5812,-104.8367379,44.59007826,0
5813,-104.83345,32.33333,0
5814,-104.830236,38.044062,0
11461,-104.83,25.66,0
5815,-104.821892,31.898727,0
5816,-104.8195,40.8648,0
5817,-104.812732,49.25704,0
5818,-104.81123,36.18782,0
11462,-104.81,65.95,0
5819,-104.809829,54.192529,0
5820,-104.793829,37.240472,0
5821,-104.79,59.85,0
11463,-104.79,19.72,0
5822,-104.78721,23.9708,0
5823,-104.786477,40.418131,0
5824,-104.782242,44.387322,0
5825,-104.779336,41.108235,0
5826,-104.76,64.8,0
5827,-104.76,56.73,0
11464,-104.76,41.59,0
11465,-104.75,65.36,0
5828,-104.748695,38.935017,0
5829,-104.747008,37.821658,0
5830,-104.74156,38.230387,0
11466,-104.74,24.92,0
11467,-104.73,26.76,0
5831,-104.72565,41.97651,0
11468,-104.71,21.38,0
11469,-104.7,56.38,0
5832,-104.6991,37.01025,0
5833,-104.698083,36.799667,0
11470,-104.68,22.27,0
5834,-104.675682,31.112872,0
5835,-104.674163,47.063556,0
5836,-104.672,35.02427,0
5837,-104.670904,39.458196,0
11471,-104.66,20.2,0
5838,-104.6534035,46.41685008,0
11472,-104.65,20.71,0
11473,-104.64,22.95,0
11474,-104.63,21.5,0
5839,-104.6269,42.6452,0
11475,-104.62,52.65,0
5840,-104.61157,47.69003775,0
5841,-104.609854,50.788436,0
5842,-104.606152,39.96217,0
5843,-104.6017,40.7886,0
11476,-104.6,66.37,0
5844,-104.594428,44.680888,0
5845,-104.594195,36.558888,0
11477,-104.59,19.52,0
5846,-104.58691,36.02098,0
11478,-104.57,39.06,0
5847,-104.5670952,44.144163,0
5848,-104.56,69.82,0
5849,-104.5517363,46.06350194,0
11479,-104.55,27.27,0
11480,-104.54,43.1,0
5850,-104.532566,42.209103,0
5851,-104.525,39.738333,0
5852,-104.5236,44.8656,0
11481,-104.52,20.53,0
5853,-104.5169,48.17341,0
5854,-104.515327,45.516823,0
5855,-104.513092,37.181208,0
5856,-104.51155,40.97534,0
11482,-104.51,21.07,0
11483,-104.5,64.77,0
5857,-104.4918932,48.37841837,0
11484,-104.49,24.67,0
5858,-104.471578,32.109952,0
11485,-104.47,60.77,0
5859,-104.466606,38.540081,0
11486,-104.46,30.75,0
5860,-104.45968,48.56217,0
5861,-104.451824,43.34163042,0
11487,-104.45,55.07,0
5862,-104.44977,45.81717,0
5863,-104.4427456,47.9084586,0
5864,-104.442,39.026215,0
11488,-104.44,19.71,0
11489,-104.43,58.66,0
11490,-104.42,25.57,0
5865,-104.403,35.909,0
11491,-104.4,26.29,0
5866,-104.393939,36.973289,0
5867,-104.3922,34.61309,0
11492,-104.39,61.21,0
5868,-104.389514,39.347131,0
5869,-104.384392,50.472197,0
5870,-104.378967,37.941336,0
5871,-104.378065,38.727819,0
11493,-104.37,25.09,0
11494,-104.36,27.47,0
5872,-104.35912,41.4536,0
5873,-104.342916,40.645295,0
5874,-104.342,33.42,0
5875,-104.3319,43.6151,0
11495,-104.33,59.04,0
5876,-104.3225,44.6536,0
5877,-104.32,66.53,0
11496,-104.32,29.56,0
5878,-104.310923,42.102579,0
5879,-104.29469,44.406346,0
5880,-104.29256,39.55175,0
11497,-104.29,60.43,0
5881,-104.2889,41.1725,0
11498,-104.28,63.74,0
5882,-104.27854,32.447842,0
5883,-104.274521,46.962967,0
5884,-104.27274,36.084233,0
5885,-104.2714,37.1733,0
5886,-104.271243,46.04593359,0
5887,-104.263454,50.736967,0
11499,-104.24,23.2,0
5888,-104.229094,30.586915,0
5889,-104.22291,41.71316,0
11500,-104.22,26.97,0
5890,-104.2039,44.2385,0
11501,-104.2,66.16,0
11502,-104.19,58.83,0
5891,-104.18,79.12,0
11503,-104.18,63.02,0
5892,-104.179412,35.394225,0
5893,-104.1766,46.5046,0
11504,-104.17,26.09,0
11505,-104.16,63.47,0
5894,-104.15633,47.35483,0
5895,-104.15,63.59,0
11506,-104.15,25.23,0
5896,-104.14054,43.98293661,0
11507,-104.12,57.31,0
5897,-104.1123,38.1571,0
11508,-104.11,20.24,0
5898,-104.093764,32.279542,0
5899,-104.092305,40.381153,0
5900,-104.071464,31.916078,0
5901,-104.07,64.96,0
11509,-104.07,30.03,0
5902,-104.06213,24.590833,0
5903,-104.0622,44.4951,0
5904,-104.0622,41.9078,0
11510,-104.05,61.97,0
5905,-104.040132,35.660417,0
11511,-104.04,23.11,0
5906,-104.03846,43.79087,0
11512,-104.03,23.95,0
5907,-104.02078,30.304164,0
11513,-104.02,54.64,0
5908,-104.01279,43.55129,0
11514,-104.01,66.39,0
5909,-104.00281,37.0392,0
11515,-104,19.4,0
5910,-103.98951,45.449173,0
5911,-103.987542,40.81688,0
11516,-103.98,31.87,0
5912,-103.977005,39.505805,0
5913,-103.97417,45.1738,0
5914,-103.971541,36.783751,0
5915,-103.967056,47.858727,0
5916,-103.96,60.84,0
11517,-103.94,49.9,0
5917,-103.93959,30.604822,0
5918,-103.9251,38.472385,0
5919,-103.92,57.99,0
11518,-103.92,21.73,0
5920,-103.9196501,46.29396463,0
5921,-103.9112,37.33952,0
11519,-103.91,26.78,0
11520,-103.9,67.38,0
5922,-103.89949,44.31506,0
5923,-103.8989,50.792284,0
5924,-103.88375,41.54178,0
5925,-103.88271,42.72341,0
11521,-103.88,24.8,0
5926,-103.87089,38.7091,0
11522,-103.86,19.26,0
5927,-103.85,49.67,0
5928,-103.85,20.6,0
11523,-103.85,25.63,0
5929,-103.84,59.21,0
5930,-103.84,55.36,0
11524,-103.83,22.5,0
5931,-103.82723,36.05608,0
5932,-103.826778,39.315234,0
11525,-103.82,28.35,0
11526,-103.81,29.38,0
5933,-103.8096,41.22171,0
5934,-103.8,67.13,0
5935,-103.79206,42.06044,0
5936,-103.78325,43.33181,0
11527,-103.78,26.42,0
5937,-103.776228,44.034213,0
11528,-103.77,28.53,0
5938,-103.768745,31.6745,0
11529,-103.76,19.45,0
5939,-103.75355,46.9183,0
5940,-103.74432,44.75775,0
11530,-103.74,59.59,0
5941,-103.733771,30.99203,0
5942,-103.73,56.69,0
11531,-103.73,27.92,0
5943,-103.71713,42.565666,0
5944,-103.710294,41.829482,0
5945,-103.70862,52.550638,0
5946,-103.70076,38.9028,0
11532,-103.7,64.2,0
5947,-103.690137,37.05665,0
5948,-103.69,62.29,0
11533,-103.69,19.86,0
5949,-103.6892,40.8997,0
11534,-103.68,24.17,0
5950,-103.67862,39.47444,0
11535,-103.67,32.12,0
5951,-103.66751,44.41844,0
5952,-103.65,53.84,0
11536,-103.65,24.3,0
5953,-103.64941,35.7075,0
5954,-103.64575,30.373214,0
5955,-103.6427,48.07466,0
5956,-103.640805,36.544278,0
11537,-103.64,57.35,0
11538,-103.63,25.1,0
5957,-103.6287,42.8416,0
5958,-103.628572,43.703682,0
5959,-103.621734,47.240708,0
11539,-103.62,23.72,0
5960,-103.612974,34.343565,0
11540,-103.61,24.57,0
5961,-103.609948,37.617251,0
5962,-103.601662,25.897315,0
11541,-103.6,27.22,0
5963,-103.59512,43.88681,0
5964,-103.59424,40.2544,0
11542,-103.59,61.29,0
5965,-103.584724,39.159721,0
5966,-103.579684,41.583907,0
11543,-103.57,25.27,0
5967,-103.567627,30.047572,0
5968,-103.562382,34.025745,0
11544,-103.56,21.53,0
5969,-103.558545,33.333092,0
5970,-103.555742,45.566995,0
5971,-103.5514,42.3347,0
11545,-103.53,24.7,0
5972,-103.527139,41.951257,0
11546,-103.51,66.46,0
5973,-103.50612,38.715,0
11547,-103.5,64.6,0
5974,-103.4965,37.8033,0
5975,-103.492917,35.336167,0
5976,-103.491334,36.825917,0
11548,-103.49,20.6,0
5977,-103.487128,45.874038,0
5978,-103.485131,46.988567,0
11549,-103.48,27.86,0
5979,-103.475335,44.230578,0
5980,-103.47436,43.28679,0
11550,-103.47,65.01,0
5981,-103.46756,40.973017,0
5982,-103.466115,37.011328,0
5983,-103.46,65.98,0
11551,-103.46,23.06,0
5984,-103.4556912,47.61372435,0
5985,-103.45451,42.71375,0
5986,-103.4503,34.9242,0
11552,-103.44,22.07,0
11553,-103.43,69.88,0
5987,-103.421067,44.473975,0
11554,-103.41,23.83,0
5988,-103.403529,43.547206,0
11555,-103.39,55.87,0
5989,-103.38796,38.06655,0
5990,-103.3749,34.17585,0
5991,-103.36828,39.741233,0
11556,-103.36,18.84,0
5992,-103.35889,37.17577,0
5993,-103.35,51.25,0
11557,-103.34,20.14,0
5994,-103.3273,43.9621,0
11558,-103.32,25.57,0
5995,-103.310857,46.387184,0
11559,-103.31,24.8,0
5996,-103.3071,39.127899,0
5997,-103.30537,46.78452,0
5998,-103.31,43.76519,0
5999,-103.302195,36.567917,0
11560,-103.3,26.63,0
11561,-103.29,38.37,0
6000,-103.2741,29.270405,0
6001,-103.2741,38.808838,0
11562,-103.27,20.81,0
6002,-103.265232,40.795585,0
6003,-103.26058,42.44451,0
11563,-103.26,25.15,0
6004,-103.257462,34.390201,0
6005,-103.25233,40.16009,0
11564,-103.25,19.39,0
6006,-103.2478837,47.47676563,0
6007,-103.239,23.60972,0
11565,-103.23,28.87,0
6008,-103.21306,34.67437,0
11566,-103.2,20.58,0
6009,-103.1956117,46.58403768,0
6010,-103.19212,37.33677,0
6011,-103.19,78.89,0
11567,-103.19,28.04,0
6012,-103.1814,24.21333,0
11568,-103.18,22.52,0
11569,-103.17,18.96,0
6013,-103.16096,35.86618,0
6014,-103.160911,29.743128,0
6015,-103.16,64.61,0
6016,-103.16,63.59,0
11570,-103.16,18.6,0
6017,-103.151917,48.026467,0
11571,-103.15,56.66,0
11572,-103.14,25.98,0
6018,-103.13777,41.46239,0
6019,-103.134975,32.792398,0
6020,-103.13223,45.58342,0
11573,-103.13,67.62,0
6021,-103.12963,36.28488,0
6022,-103.127439,49.168981,0
6023,-103.122572,38.091435,0
6024,-103.114349,41.677142,0
6025,-103.090491,41.154355,0
11574,-103.09,69.24,0
6026,-103.083017,44.028881,0
6027,-103.08,60.77,0
6028,-103.0722,40.52301,0
6029,-103.07,27.74,0
11575,-103.07,23.06,0
11576,-103.06,21.73,0
6030,-103.0551,43.643761,0
11577,-103.05,18.88,0
6031,-103.04325,38.819879,0
6032,-103.04,52.96,0
11578,-103.04,26.87,0
6033,-103.034408,47.332753,0
11579,-103.03,25.55,0
6034,-103.02689,37.91273,0
11580,-103.02,59.69,0
6035,-103.019805,36.601583,0
6036,-103.019804,37.113061,0
6037,-103.01419,42.32161,0
11581,-103.01,28.32,0
6038,-103.00597,42.517633,0
6039,-103,67.24,0
11582,-103,30.36,0
6040,-102.990502,48.270346,0
6041,-102.9841,39.28472,0
11583,-102.98,66.01,0
6042,-102.974846,37.462034,0
11584,-102.97,61.58,0
6043,-102.95287,40.00601,0
11585,-102.95,18.39,0
11586,-102.94,64.06,0
11587,-102.92,65.19,0
6044,-102.902268,34.865281,0
11588,-102.9,21.09,0
6045,-102.899605,48.453728,0
11589,-102.89,19.4,0
6046,-102.885971,32.54463,0
6047,-102.884086,42.792758,0
6048,-102.883813,36.847013,0
11590,-102.88,62.94,0
11591,-102.87,54.93,0
6049,-102.8527,41.98732,0
11592,-102.85,29.29,0
6050,-102.84891,39.74234,0
6051,-102.84403,47.861767,0
11593,-102.84,25.19,0
6052,-102.815211,40.828467,0
6053,-102.8133,43.77973,0
11594,-102.8,29.57,0
6054,-102.795203,46.890631,0
6055,-102.790903,30.894873,0
11595,-102.79,18.86,0
6056,-102.782363,33.957917,0
6057,-102.780165,38.484493,0
11596,-102.78,23.64,0
6058,-102.772362,32.067203,0
6059,-102.764302,37.559331,0
6060,-102.763194,46.399444,0
6061,-102.752234,20.822138,0
6062,-102.75,57.26,0
11597,-102.75,52.36,0
6063,-102.7422,37.1484,0
11598,-102.74,28.73,0
6064,-102.71493,41.1486,0
6065,-102.714142,44.605209,0
6066,-102.71228,36.729302,0
11599,-102.71,55.45,0
6067,-102.7,59.32,0
6068,-102.7,56.24,0
6069,-102.673317,48.124753,0
6070,-102.673202,47.34219,0
11600,-102.67,26.46,0
6071,-102.663659,38.692961,0
6072,-102.662647,50.595564,0
6073,-102.66224,45.80243,0
6074,-102.651115,32.647251,0
11601,-102.65,20.6,0
11602,-102.64,31.16,0
11603,-102.63,30.61,0
6075,-102.62,62.25,0
11604,-102.62,24.86,0
6076,-102.6125,39.475278,0
6077,-102.611555,33.349362,0
6078,-102.60166,42.06831,0
11605,-102.6,65.78,0
6079,-102.59732,40.94752,0
6080,-102.592124,33.786979,0
11606,-102.59,18.48,0
11607,-102.57,22.67,0
6081,-102.566842,43.69847,0
11608,-102.56,64.25,0
6082,-102.555406,45.971595,0
6083,-102.55338,37.64079,0
6084,-102.551186,49.706085,0
11609,-102.55,31.33,0
11610,-102.54,23.03,0
11611,-102.53,19.04,0
11612,-102.52,56.64,0
6085,-102.5108,36.8892,0
6086,-102.51,65.53,0
6087,-102.51,54.87,0
11613,-102.51,22.89,0
11614,-102.5,20.56,0
6088,-102.49611,38.54139,0
11615,-102.49,23.51,0
6089,-102.47477,47.97722,0
6090,-102.467973,43.273228,0
6091,-102.46306,42.92282,0
6092,-102.46238,45.52314,0
6093,-102.46108,39.76169,0
6094,-102.46027,42.46183,0
11616,-102.46,29.38,0
6095,-102.452653,48.590947,0
11617,-102.45,26.03,0
11618,-102.44,33.06,0
11619,-102.43,29.97,0
6096,-102.4247,46.958466,0
6097,-102.422017,35.155133,0
11620,-102.42,24.05,0
11621,-102.41,18.63,0
11622,-102.4,24.65,0
6098,-102.3983,43.870874,0
6099,-102.381267,44.072045,0
11623,-102.38,30.64,0
11624,-102.37,27.56,0
6100,-102.36788,39.42012,0
6101,-102.36,66.55,0
11625,-102.36,28.89,0
6102,-102.35368,38.81583,0
11626,-102.35,56.15,0
6103,-102.34707,41.61503,0
6104,-102.34068,40.98831,0
6105,-102.340457,42.00641,0
11627,-102.34,26.99,0
11628,-102.33,21.42,0
6106,-102.323433,31.88987,0
6107,-102.32,78.62,0
11629,-102.3,62.62,0
11630,-102.29,66.11,0
6108,-102.28,60.88,0
11631,-102.28,56.62,0
6109,-102.27689,40.583521,0
6110,-102.2761,22.36083,0
11632,-102.26,22,0
6111,-102.258766,35.683633,0
6112,-102.25421,32.710206,0
6113,-102.25364,21.811096,0
11633,-102.25,29.53,0
11634,-102.24,20.81,0
6114,-102.23561,45.693601,0
11635,-102.22,66.81,0
6115,-102.21322,47.30525135,0
11636,-102.21,20.05,0
11637,-102.2,25.36,0
11638,-102.19,32.46,0
6116,-102.18498,39.88559,0
6117,-102.18274,39.630577,0
11639,-102.18,30.64,0
6118,-102.16798,46.69561,0
6119,-102.164503,35.495839,0
6120,-102.164078,43.97842,0
6121,-102.16374,48.33972,0
11640,-102.16,28.36,0
6122,-102.152633,47.624471,0
11641,-102.14,55.61,0
6123,-102.13415,41.31688,0
6124,-102.13,58.9,0
6125,-102.13,52.16,0
11642,-102.13,24.09,0
6126,-102.1222,41.09424,0
11643,-102.12,24.55,0
6127,-102.11592,31.963368,0
6128,-102.114269,50.530419,0
6129,-102.111188,34.917605,0
11644,-102.11,42.15,0
6130,-102.10817,47.8042,0
6131,-102.105308,34.526518,0
6132,-102.09083,39.4625,0
6133,-102.09,72.72,0
11645,-102.08,20.22,0
6134,-102.06011,43.80583,0
11646,-102.06,22.9,0
11647,-102.05,42.83,0
6135,-102.049275,49.734709,0
6136,-102.0422,37.068244,0
11648,-102.04,19.34,0
6137,-102.03796,37.49281,0
6138,-102.034236,39.016832,0
11649,-102.03,61.59,0
6139,-102.01722,42.91929,0
11650,-102.01,63.72,0
6140,-102.00017,45.03634,0
11651,-102,27.87,0
6141,-101.9932,33.8506,0
6142,-101.98605,45.482267,0
6143,-101.979336,33.656841,0
11652,-101.97,30.25,0
11653,-101.95,65.49,0
6144,-101.94321,33.065503,0
6145,-101.932262,35.139348,0
11654,-101.92,22.72,0
6146,-101.914392,47.283628,0
11655,-101.91,29.38,0
11656,-101.9,31.09,0
11657,-101.89,21.14,0
6147,-101.880272,46.941872,0
6148,-101.879827,35.469779,0
11658,-101.87,18.26,0
6149,-101.86606,44.53354,0
11659,-101.86,20.31,0
6150,-101.853301,41.237529,0
6151,-101.852302,50.312466,0
6152,-101.85054,50.694963,0
6153,-101.84641,39.73532,0
6154,-101.840942,30.736547,0
11660,-101.82,25.1,0
6155,-101.817245,45.968803,0
6156,-101.815396,37.02035,0
11661,-101.81,25.49,0
6157,-101.800808,30.469926,0
11662,-101.8,19.71,0
6158,-101.796359,50.917788,0
6159,-101.782487,40.110502,0
11663,-101.78,64.92,0
6160,-101.777515,34.456217,0
6161,-101.773464,43.998208,0
6162,-101.77271,39.1835,0
6163,-101.77,53.89,0
6164,-101.754381,37.82939,0
6165,-101.75,64.16,0
11664,-101.75,19.07,0
6166,-101.749128,33.266995,0
11665,-101.74,57.52,0
6167,-101.719322,50.083542,0
11666,-101.71,24.7,0
11667,-101.7,54.81,0
6168,-101.69157,41.39777,0
6169,-101.690169,34.979564,0
11668,-101.69,27.09,0
6170,-101.67934,38.46951,0
11669,-101.67,21.92,0
11670,-101.65,56.29,0
6171,-101.64323,40.6039,0
11671,-101.64,18.55,0
6172,-101.6314,37.30626,0
6173,-101.6314,37.12644,0
6174,-101.623774,35.650829,0
6175,-101.623632,33.492808,0
6176,-101.62341,41.128008,0
11672,-101.62,26.53,0
6177,-101.61381,21.73222,0
6178,-101.610165,43.256116,0
11673,-101.61,55.79,0
6179,-101.59778,37.98231,0
6180,-101.59718,39.80656,0
6181,-101.58861,32.80712,0
6182,-101.588051,40.853307,0
6183,-101.57437,48.25779,0
11674,-101.57,19.8,0
6184,-101.560128,43.823387,0
11675,-101.56,31.38,0
6185,-101.55852,40.434608,0
6186,-101.54113,37.58464,0
6187,-101.53451,42.45523,0
6188,-101.5341,30.127164,0
11676,-101.53,26.8,0
6189,-101.521725,31.770485,0
6190,-101.52,66.29,0
11677,-101.52,33.21,0
6191,-101.510298,47.465686,0
6192,-101.49,18.8,0
11678,-101.49,23.75,0
6193,-101.48,63.2,0
11679,-101.48,55.14,0
11680,-101.47,31.35,0
11681,-101.46,24.21,0
6194,-101.45671,34.54165,0
11682,-101.45,30.47,0
11683,-101.44,57.86,0
6195,-101.4267,37.8086,0
6196,-101.4178,46.51077709,0
6197,-101.412329,48.938236,0
6198,-101.411255,46.859476,0
11684,-101.41,21.62,0
6199,-101.4003781,50.94988339,0
11685,-101.4,59.21,0
6200,-101.3899,33.324805,0
6201,-101.38594,37.04479,0
6202,-101.38364,41.55199,0
11686,-101.38,18.42,0
6203,-101.372041,39.341009,0
11687,-101.37,29.8,0
6204,-101.366811,35.109287,0
6205,-101.360941,38.7891,0
6206,-101.360623,33.89122,0
11688,-101.36,20.68,0
6207,-101.3566,41.2141,0
6208,-101.35481,42.0418,0
11689,-101.35,22,0
6209,-101.34781,37.27855,0
6210,-101.325883,50.401467,0
6211,-101.316973,32.24698,0
6212,-101.3167,47.24847599,0
6213,-101.31181,44.72635,0
6214,-101.31144,44.52409,0
6215,-101.310005,50.047642,0
11690,-101.31,18.52,0
6216,-101.30611,46.14061,0
11691,-101.3,19.5,0
6217,-101.292134,48.24835,0
6218,-101.281,25.41,0
11692,-101.28,28.3,0
6219,-101.27397,44.930086,0
6220,-101.271531,43.774,0
11693,-101.27,25.12,0
6221,-101.252175,50.696329,0
6222,-101.25,53.83,0
11694,-101.25,18.28,0
6223,-101.245734,47.57923,0
6224,-101.2381,38.48397,0
6225,-101.235593,51.388677,0
11695,-101.23,22.74,0
6226,-101.22886,39.80656,0
6227,-101.227487,46.726967,0
11696,-101.22,19.76,0
6228,-101.216726,30.704281,0
6229,-101.21415,47.07293,0
11697,-101.21,63.65,0
6230,-101.197037,27.895404,0
11698,-101.19,64.65,0
6231,-101.18,57.15,0
11699,-101.18,32.46,0
6232,-101.178488,39.538837,0
6233,-101.163965,29.682609,0
6234,-101.16228,42.92777,0
11700,-101.16,20.94,0
11701,-101.15,27.22,0
6235,-101.1465,37.78328,0
6236,-101.14,78.36,0
6237,-101.133702,41.133935,0
6238,-101.133247,31.433328,0
11702,-101.13,56.47,0
6239,-101.125891,49.364138,0
11703,-101.12,42.08,0
11704,-101.11,30.11,0
6240,-101.1091,22.02021366,0
6241,-101.10299,37.40658,0
6242,-101.1,60.32,0
11705,-101.09,24.83,0
11706,-101.08,22.33,0
6243,-101.069219,33.48912,0
6244,-101.062937,43.299541,0
6245,-101.06,59.24,0
6246,-101.058988,34.412615,0
11707,-101.05,25.95,0
6247,-101.033919,49.16267,0
6248,-101.03211,25.35368871,0
11708,-101.03,41.28,0
6249,-101.023486,48.099732,0
11709,-101.02,20.93,0
11710,-101,57.52,0
6250,-100.991741,29.887552,0
6251,-100.98262,39.12923,0
11711,-100.98,23.77,0
6252,-100.9759036,47.46245741,0
6253,-100.9688,38.905095,0
6254,-100.967313,31.835048,0
6255,-100.967,21.21611,0
6256,-100.963972,40.649297,0
6257,-100.95766,41.72665,0
6258,-100.955,37.2603,0
6259,-100.95,65.51,0
6260,-100.95,67.05,0
6261,-100.94432,40.91549,0
11712,-100.94,44.28,0
6262,-100.9374399,47.22639789,0
6263,-100.931629,29.311839,0
11713,-100.92,33.79,0
6264,-100.919997,38.683638,0
6265,-100.91,62.56,0
11714,-100.91,32.4,0
6266,-100.899192,28.440088,0
11715,-100.89,43.47,0
6267,-100.888639,34.535524,0
6268,-100.888199,34.937829,0
6269,-100.886,45.27204,0
6270,-100.885072,40.234479,0
11716,-100.88,25.51,0
6271,-100.87051,37.56194,0
11717,-100.87,18.28,0
6272,-100.8655,38.15462,0
6273,-100.862301,35.215818,0
11718,-100.86,20.5,0
6274,-100.857833,36.373883,0
6275,-100.843708,36.042784,0
6276,-100.841897,49.573842,0
11719,-100.83,22.31,0
6277,-100.828786,25.367674,0
6278,-100.827188,33.628441,0
6279,-100.826438,46.832255,0
11720,-100.81,63.95,0
6280,-100.80988,45.82468,0
6281,-100.800216,35.43653,0
6282,-100.7992833,46.01197178,0
6283,-100.79,23.27,0
11721,-100.79,18.92,0
6284,-100.7899,21.86272171,0
6285,-100.782131,40.021902,0
6286,-100.78122,47.022908,0
6287,-100.775181,37.131929,0
11722,-100.77,56.89,0
6288,-100.763237,29.153767,0
6289,-100.76232,37.96439,0
11723,-100.76,31.84,0
6290,-100.7503654,51.63289103,0
11724,-100.75,65.09,0
6291,-100.7492,48.12305,0
6292,-100.746481,30.614458,0
6293,-100.74,50.925,0
11725,-100.74,32.32,0
6294,-100.72987,40.73774,0
11726,-100.72,27.36,0
6295,-100.716637,41.21183,0
6296,-100.713256,46.643542,0
6297,-100.697165,38.800119,0
6298,-100.69568,38.46108,0
6299,-100.692673,40.352317,0
11727,-100.69,17.54,0
6300,-100.68699,41.48014,0
11728,-100.68,23.28,0
6301,-100.679972,24.791064,0
6302,-100.67832,39.82209,0
11729,-100.67,27.42,0
6303,-100.6651,47.838058,0
11730,-100.66,23.65,0
6304,-100.65797,43.30411,0
6305,-100.6449,47.2939,0
6306,-100.644081,48.29399,0
11731,-100.64,32.01,0
6307,-100.625,50.203806,0
6308,-100.618693,49.040546,0
6309,-100.617959,39.010594,0
6310,-100.617795,34.828185,0
6311,-100.61,58.14,0
11732,-100.61,27.57,0
11733,-100.6,66.67,0
6312,-100.5932,45.707582,0
11734,-100.58,64.33,0
6313,-100.571662,37.315173,0
11735,-100.57,18.75,0
6314,-100.560775,32.736699,0
11736,-100.56,19.58,0
6315,-100.5563,37.07178,0
6316,-100.5502,45.39826,0
6317,-100.551,43.02238,0
6318,-100.550236,41.932029,0
6319,-100.55,55.61,0
11737,-100.55,18.25,0
6320,-100.544931,31.528102,0
11738,-100.54,63.36,0
6321,-100.537176,48.569451,0
6322,-100.53511,42.539483,0
11739,-100.53,67.45,0
6323,-100.52813,37.86371,0
6324,-100.5228,36.8299,0
6325,-100.520332,36.616252,0
6326,-100.52,50.72,0
6327,-100.516542,46.841488,0
11740,-100.51,59.76,0
6328,-100.50975,49.524503,0
6329,-100.5021,42.824978,0
6330,-100.500253,33.057597,0
6331,-100.49747,31.135257,0
11741,-100.49,23.06,0
6332,-100.48811,32.429388,0
11742,-100.48,21.85,0
6333,-100.4769,45.02171,0
11743,-100.47,17.57,0
6334,-100.46783,38.6418,0
11744,-100.46,22.15,0
6335,-100.457497,46.44405,0
6336,-100.45456,42.20736,0
6337,-100.4541,25.002841,0
6338,-100.45,72.42,0
11745,-100.45,61.93,0
6339,-100.44025,35.35715,0
6340,-100.432267,47.140822,0
11746,-100.43,19.9,0
6341,-100.42897,30.157108,0
6342,-100.42532,44.56266,0
6343,-100.42071,39.65307,0
11747,-100.42,24.41,0
11748,-100.4,20.92,0
6344,-100.3981,45.230606,0
6345,-100.392178,25.742394,0
11749,-100.39,18.45,0
6346,-100.389874,44.070578,0
6347,-100.38371,34.13009,0
6348,-100.381767,35.735307,0
6349,-100.379899,29.648698,0
6350,-100.3631,37.1703,0
11750,-100.35,24.87,0
6351,-100.3482,37.73419,0
6352,-100.34417,39.34822,0
6353,-100.34,61.42,0
6354,-100.34,54.3,0
11751,-100.34,56.63,0
6355,-100.33998,39.88732,0
6356,-100.3396,37.44422,0
6357,-100.33643,43.36221,0
11752,-100.33,17.27,0
11753,-100.32,27.08,0
6358,-100.319275,44.383492,0
6359,-100.314378,49.130647,0
6360,-100.3,64.12,0
11754,-100.3,54.94,0
6361,-100.2875128,48.4649807,0
6362,-100.28173,41.89109,0
