,X_WGS84,Y_WGS84,pedarg
277,-163.99,60.77,0
278,-163.69,61.68,0
279,-163.27,60.73,0
280,-163.23,67.81,0
281,-163.19,62.33,0
282,-163,65.22,0
283,-162.81,61.35,0
284,-162.74,68.92,0
285,-162.51,61.03,0
286,-162.4,61.95,0
287,-162.36,67.32,0
288,-162.2,62.71,0
289,-162.17,69.52,0
290,-161.94,68.49,0
291,-161.79,60.73,0
292,-161.75,61.72,0
293,-161.25,68.5,0
294,-161.21,59.74,0
295,-161.18,60.35,0
296,-161.14,69.45,0
297,-160.99,62.02,0
298,-160.91,65.3,0
299,-160.87,61.3,0
300,-160.68,67.62,0
301,-160.45,63.17,0
302,-160.23,66.52,0
303,-160.19,69.41,0
304,-160.03,60.04,0
305,-159.92,68.46,0
306,-159.81,61.11,0
307,-159.77,62.44,0
308,-159.65,56.28,0
309,-159.59,66.45,0
310,-159.58,67.32,0
311,-159.46,64.38,0
312,-159.35,65.64,0
313,-159.35,61.87,0
314,-159.31,60.46,0
315,-159.27,63.09,0
316,-159.24,59.28,0
317,-159.12,70.02,0
318,-159.08,68,0
319,-159.04,61.5,0
320,-158.88,69.2,0
321,-158.85,56.5,0
322,-158.55,67.51,0
323,-158.51,59.93,0
324,-158.47,62.71,0
325,-158.4,69.75,0
326,-158.25,66.55,0
327,-158.17,60.73,0
328,-158.05,68.8,0
329,-157.9,65.56,0
330,-157.86,56.96,0
331,-157.83,59.4,0
332,-157.75,70.21,0
333,-157.6,60.12,0
334,-157.52,65.07,0
335,-157.45,68.08,0
336,-157.33,61.38,0
337,-157.14,67.39,0
338,-157.1,65.83,0
339,-157.1,63.28,0
340,-157.07,69.22,0
341,-156.99,62.37,0
342,-156.91,66.78,0
343,-156.84,59.36,0
344,-156.84,57.42,0
345,-156.76,64.33,0
346,-156.65,60.27,0
347,-156.57,58.26,0
348,-156.53,61.19,0
349,-156.34,70.17,0
350,-156.3,62.94,0
351,-156.27,58.9,0
352,-156.23,65.37,0
353,-156.15,68.84,0
354,-156.08,58.29,0
355,-156.06,59.85,0
356,-156,66.06,0
357,-155.85,62.4,0
358,-155.66,66.59,0
359,-155.58,63.24,0
360,-155.5,65.49,0
361,-155.43,69.79,0
362,-155.39,64.38,0
363,-155.35,60.65,0
364,-155.16,59.93,0
365,-154.97,58.64,0
366,-154.86,65.18,0
367,-154.63,63.43,0
368,-154.55,68.15,0
369,-154.48,61.57,0
370,-154.33,64.09,0
371,-154.25,69.98,0
372,-153.91,68.92,0
373,-153.87,65.87,0
374,-153.79,64.77,0
375,-153.75,66.59,0
376,-153.71,62.33,0
377,-153.68,61.49,0
378,-153.52,60.62,0
379,-153.3,65.53,0
380,-153.26,63.36,0
381,-153.22,68.53,0
382,-153.14,70.29,0
383,-152.95,61.53,0
384,-152.72,69.6,0
385,-152.65,66.86,0
386,-152.57,64.69,0
387,-152.53,65.79,0
388,-152.42,63.43,0
389,-152.31,61.91,0
390,-152,69.14,0
391,-151.93,63.93,0
392,-151.89,61.26,0
393,-151.85,66.75,0
394,-151.66,62.33,0
395,-151.47,68.34,0
396,-151.35,66.13,0
397,-151.28,69.75,0
398,-151.24,64.46,0
399,-151.192595,63.114803,0
400,-151.05,67.62,0
401,-151.01,61.68,0
402,-150.94,66.44,0
403,-150.86,66.82,0
404,-150.67,69.37,0
405,-150.63,62.86,0
406,-150.52,65.79,0
407,-150.48,68.61,0
408,-150.4,61.8,0
409,-150.17,64.23,0
410,-150.06,67.16,0
411,-150.02,65.15,0
412,-149.95,62.29,0
413,-149.87,69.45,0
414,-149.79,69.94,0
415,-149.64,68.99,0
416,-149.6,63.47,0
417,-149.53,68.15,0
418,-149.49,61.83,0
419,-149.45,62.67,0
420,-149.34,64.57,0
421,-149.34,65.87,0
422,-149.23,67.63,0
423,-149.11,69.45,0
424,-148.73,62.33,0
425,-148.54,63.55,0
426,-148.46,66.29,0
427,-148.439042,61.788505,0
428,-148.42,67.13,0
429,-148.27,64.88,0
430,-148.27,62.79,0
431,-148.08,69.26,0
432,-147.89,68.15,0
433,-147.74,62.06,0
434,-147.62,65.83,0
435,-147.59,69.07,0
436,-147.47,66.63,0
437,-147.43,63.51,0
438,-147.39,67.66,0
439,-147.13,64.31,0
440,-147.13,62.56,0
441,-146.94,61.95,0
442,-146.79,65.49,0
443,-146.63,68,0
444,-146.56,69.35,0
445,-146.37,63.2,0
446,-146.37,61.53,0
447,-146.33,65.87,0
448,-146.25,67.01,0
449,-146.155564,64.256775,0
450,-145.644103,64.148606,0
451,-145.53,64.92,0
452,-145.49,68.42,0
453,-145.42,63.47,0
454,-145.405272,62.038106,0
455,-145.26,61.34,0
456,-145.156578,66.920676,0
457,-145.151818,66.7229,0
458,-144.84,65.22,0
459,-144.77,69.26,0
460,-144.69,65.87,0
461,-144.65,63.05,0
462,-144.58,68.65,0
463,-144.332108,61.521197,0
464,-144.2,66.97,0
465,-144.12,63.89,0
466,-144.04,64.96,0
467,-143.89,60.73,0
468,-143.85,69.45,0
469,-143.78,67.05,0
470,-143.78,62.33,0
471,-143.4,67.7,0
472,-143.36,62.71,0
473,-143.32,61.68,0
474,-143.28,66.21,0
475,-143.28,64.84,0
476,-143.25,68.69,0
477,-143.17,69.45,0
478,-142.9,61.07,0
479,-142.83,62.25,0
480,-142.48,65.49,0
481,-142.47,61.5,0
482,-142.41,67.81,0
483,-142.24,69.04,0
484,-142.16,64.41,0
485,-142.14,66.78,0
486,-142.14,62.82,0
487,-142.03,63.66,0
488,-141.99,62.02,0
489,-141.95,60.69,0
490,-141.8,65.76,0
491,-141.57,66.97,0
492,-141.42,68,0
493,-141.34,69.11,0
494,-141.3,64.73,0
495,-141,62.3,0
496,-140.62,66.52,0
497,-140.43,67.73,0
498,-140.35,63.47,0
499,-140.31,60.96,0
500,-140.2,64.57,0
501,-140.16,65.37,0
502,-140.15646,69.160935,0
503,-139.78,66.75,0
504,-139.74,62.4,0
505,-139.44,64.1,0
506,-139.36,67.89,0
507,-139.29,68.84,0
508,-139.130221,61.388277,0
509,-138.79,66.55,0
510,-138.75,65.11,0
511,-138.56,61.99,0
512,-138.535538,61.018719,0
513,-138.52,68.23,0
514,-138.49,63.47,0
515,-138.07,68.72,0
516,-138.03,65.34,0
517,-138.03,64.42,0
518,-137.88,68.08,0
519,-137.61,66.84,0
520,-137.519319,60.750653,0
521,-137.39,62.78,0
522,-137.06,60.37,0
523,-137.01197,61.38799,0
524,-136.96,68.04,0
525,-136.876678,62.591508,0
526,-136.77,67.01,0
527,-136.58,65.07,0
528,-136.51,66.25,0
529,-136.48,60.79,0
530,-136.16,63.81,0
531,-136.123352,61.898792,0
532,-135.86,66.9,0
533,-135.63,65.6,0
534,-135.59903,59.271254,0
535,-135.48,67.85,0
536,-135.410692,60.778533,0
537,-135.25,62.1,0
538,-135.153794,60.953972,0
539,-135.026225,60.661583,0
540,-135,63,0
541,-134.87,66.82,0
542,-134.72,67.81,0
543,-134.692526,60.168942,0
544,-134.68,65.18,0
545,-134.64,65.95,0
546,-134.53,63.93,0
547,-134.49,68.5,0
548,-134.41,69.03,0
549,-133.77,61.45,0
550,-133.72,59.53,0
551,-133.69,68.31,0
552,-133.6,66.84,0
553,-133.54,67.43,0
554,-133.42,63.74,0
555,-133.354715,62.238491,0
556,-133.35,64.88,0
557,-133,66.44,0
558,-132.62,65.98,0
559,-132.59,59.93,0
560,-132.51,67.85,0
561,-132.509492,61.969454,0
562,-132.47,63.09,0
563,-132.39,58.48,0
564,-132.28,64.31,0
565,-132.13,66.75,0
566,-131.98,68.53,0
567,-131.94,59.36,0
568,-131.84,56.65,0
569,-131.82,65.41,0
570,-131.75,61.3,0
571,-131.6,62.71,0
572,-131.52,67.51,0
573,-131.23,63.55,0
574,-131.14,66.36,0
575,-130.971394,58.013372,0
576,-130.87,57.15,0
577,-130.8,64.77,0
578,-130.76,61.3,0
579,-130.72,68.38,0
580,-130.705506,58.179325,0
581,-130.68,60.39,0
582,-130.62,65.74,0
583,-130.57,62.37,0
584,-130.42,66.82,0
585,-129.88,60.43,0
586,-129.85,59.29,0
587,-129.69,64.54,0
588,-129.62,68.95,0
589,-129.59,57.51,0
590,-129.58,63.36,0
591,-129.44,68.02,0
592,-129.068056,59.370536,0
593,-129.05,63.15,0
594,-129.01,66.71,0
595,-128.85,61.76,0
596,-128.82,56.01,0
597,-128.74,56.88,0
598,-128.63,54.33,0
599,-128.55,60.77,0
600,-128.47,65.91,0
601,-128.41,53.16,0
602,-128.4,67.73,0
603,-128.25,64.99,0
604,-128.21,54.3,0
605,-128.09,63.97,0
606,-128.02,67.24,0
607,-127.86,68.12,0
608,-127.67,55.25,0
609,-127.64,62.94,0
610,-127.52,69.71,0
611,-127.48,66.76,0
612,-127.48,60.69,0
613,-127.37,56.09,0
614,-127.24,69.04,0
615,-127.14,67.43,0
616,-127.106842,54.772658,0
617,-126.91,63.89,0
618,-126.72,66.17,0
619,-126.61,56.77,0
620,-126.49,59.32,0
621,-126.46,62.44,0
622,-126.38,55.93,0
623,-126.38,60.39,0
624,-126.23,68.88,0
625,-126.15,67.05,0
626,-125.92,57.84,0
627,-125.904,49.164,0
628,-125.88,51.4,0
629,-125.81,64.31,0
630,-125.77,67.66,0
631,-125.75,54.05,0
632,-125.54,68.19,0
633,-125.5,62.25,0
634,-125.47,65.87,0
635,-125.47,52.73,0
636,-125.43,66.97,0
637,-125.31,55.44,0
638,-125.28,59.62,0
639,-125.28,58.22,0
640,-125.24,60.77,0
641,-125.12,63.2,0
642,-125.04,56.75,0
643,-125.01,68.46,0
644,-124.93,64.38,0
645,-124.93,52.62,0
646,-124.91,50.25,0
647,-124.89,72.38,0
648,-124.67,66.52,0
649,-124.65,49.3,0
650,-124.63,62.1,0
651,-124.627,54.1,0
652,-124.509,42.74,0
653,-124.426383,49.617527,0
654,-124.3867,42.2581,0
655,-124.26,54.46,0
656,-124.25,57.95,0
657,-124.161018,52.05067,0
658,-124.13,64.84,0
659,-124.13,60.23,0
660,-124.06,68.5,0
661,-124.05469,49.6126,0
662,-124.047896,42.646055,0
663,-123.98,63.28,0
664,-123.95,67.39,0
665,-123.94,49.17,0
666,-123.94,66.02,0
667,-123.8941,45.8196,0
668,-123.83,53.19,0
669,-123.8226,41.1542,0
670,-123.77485,42.337437,0
671,-123.75,56.2,0
672,-123.7386,43.907,0
673,-123.699952,42.646351,0
674,-123.683556,45.964163,0
675,-123.68,61.07,0
676,-123.63,72.41,0
677,-123.625162,42.06577,0
678,-123.583579,48.312983,0
679,-123.558045,40.787237,0
680,-123.5476,44.4985,0
681,-123.5344,42.3644,0
682,-123.530249,48.533428,0
683,-123.524696,47.983316,0
684,-123.4941,45.6552,0
685,-123.474147,41.379341,0
686,-123.460064,48.923825,0
687,-123.400901,40.321408,0
688,-123.344475,39.625825,0
689,-123.3,55.51,0
690,-123.2972,43.4222,0
691,-123.281148,47.046643,0
692,-123.2715,42.6864,0
693,-123.2695,48.7489,0
694,-123.266638,44.184995,0
695,-123.2659,44.7145,0
696,-123.26,60.04,0
697,-123.243544,41.667947,0
698,-123.24,64.88,0
699,-123.2249,44.9191,0
700,-123.22,73.64,0
701,-123.191537,40.737347,0
702,-123.18,67.73,0
703,-123.1695,42.4358,0
704,-123.1616,42.2513,0
705,-123.137222,41.298889,0
706,-123.121113,45.526998,0
707,-123.08068,39.093262,0
708,-123.07,57.38,0
709,-123.062272,47.872837,0
710,-123.057644,40.477545,0
711,-123.050408,39.907344,0
712,-123.05,49.15,0
713,-123.04,51.72,0
714,-123.0342,43.2822,0
715,-123.03,73.14,0
716,-123.015586,44.787865,0
717,-123.01222,40.98194,0
718,-122.99,69.14,0
719,-122.9836,44.3936,0
720,-122.970456,44.010117,0
721,-122.95,63.89,0
722,-122.949722,39.712222,0
723,-122.945479,44.970021,0
724,-122.94504,38.648131,0
725,-122.937575,42.332299,0
726,-122.894468,41.375074,0
727,-122.882826,53.979374,0
728,-122.869458,45.849022,0
729,-122.839425,39.467817,0
730,-122.808024,47.046385,0
731,-122.80404,40.741751,0
732,-122.8,71.73,0
733,-122.79,51.05,0
734,-122.75728,38.93778,0
735,-122.743526,38.063216,0
736,-122.71187,41.094106,0
737,-122.711294,45.385892,0
738,-122.709717,39.311762,0
739,-122.703645,38.455809,0
740,-122.700409,42.203538,0
741,-122.697,44.1637,0
742,-122.666082,45.669056,0
743,-122.65,49.2,0
744,-122.6425,41.3575,0
745,-122.6247,41.6788,0
746,-122.617224,42.031167,0
747,-122.61,72.8,0
748,-122.61,68.23,0
749,-122.59828,40.28876,0
750,-122.585941,37.862469,0
751,-122.57,66.97,0
752,-122.559589,51.836555,0
753,-122.54,52.2,0
754,-122.53,68.96,0
755,-122.520337,47.306235,0
756,-122.497531,48.757848,0
757,-122.49,52.98,0
758,-122.460452,38.282329,0
759,-122.446667,39.099722,0
760,-122.417,38.875633,0
761,-122.415998,40.998395,0
762,-122.407769,45.536741,0
763,-122.39972,37.681461,0
764,-122.38,58.28,0
765,-122.377895,47.630419,0
766,-122.37745,47.809217,0
767,-122.37711,38.480826,0
768,-122.366274,42.138456,0
769,-122.356095,41.289881,0
770,-122.343009,47.164103,0
771,-122.34,57.27,0
772,-122.331667,41.495556,0
773,-122.301565,47.405446,0
774,-122.3,73.83,0
775,-122.2855,51.747647,0
776,-122.28,52.35,0
777,-122.277481,51.409261,0
778,-122.274117,51.938961,0
779,-122.27,55.6,0
780,-122.258775,37.879917,0
781,-122.23,60.12,0
782,-122.22,61.19,0
783,-122.211813,37.370597,0
784,-122.2081,44.0402,0
785,-122.2,49.17,0
786,-122.19,63.7,0
787,-122.186286,39.429608,0
788,-122.181667,40.276667,0
789,-122.15,65.07,0
790,-122.14,55.98,0
791,-122.138533,49.37745,0
792,-122.136854,38.476327,0
793,-122.131944,41.865,0
794,-122.131107,38.16916,0
795,-122.120085,52.121841,0
796,-122.08,62.63,0
797,-122.052427,36.973232,0
798,-122.049611,37.558063,0
799,-122.0489,44.2767,0
800,-122.04,66.06,0
801,-122.04,72.95,0
802,-122.03038,42.13195,0
803,-122.00902,41.239201,0
804,-122,68.23,0
805,-121.999633,38.325198,0
806,-121.989526,38.623347,0
807,-121.979736,37.974507,0
808,-121.969167,39.538056,0
809,-121.94,50.69,0
810,-121.93335,36.61074,0
811,-121.93082,40.82112,0
812,-121.93,54.6,0
813,-121.928833,51.08197,0
814,-121.9118403,41.58392565,0
815,-121.9068,42.537,0
816,-121.89785,37.160417,0
817,-121.89314,36.33366,0
818,-121.8912,45.6431,0
819,-121.89,67.7,0
820,-121.88,51.4,0
821,-121.831492,39.147646,0
822,-121.813837,37.53168,0
823,-121.787812,38.523783,0
824,-121.7806,42.225,0
825,-121.745,49.286,0
826,-121.722862,39.811055,0
827,-121.692778,36.572778,0
828,-121.691033,50.834025,0
829,-121.66,69.11,0
830,-121.65,56.39,0
831,-121.6242,44.5596,0
832,-121.62395,40.78109,0
833,-121.620833,39.5975,0
834,-121.61,36.29,0
835,-121.59,51.08,0
836,-121.585554,38.938754,0
837,-121.58,50.23,0
838,-121.56495,41.946267,0
839,-121.564,44.2983,0
840,-121.54,53.12,0
841,-121.5203,45.7056,0
842,-121.5132,37.5868,0
843,-121.51,66.82,0
844,-121.504722,40.103889,0
845,-121.49968,50.638162,0
846,-121.488056,39.797222,0
847,-121.473451,39.458855,0
848,-121.4699,56.2131,0
849,-121.446928,43.88523,0
850,-121.44,49.38,0
851,-121.43,65.53,0
852,-121.416111,41.103056,0
853,-121.4098,49.56241,0
854,-121.405,42.1989,0
855,-121.4,50.88,0
856,-121.39,58.33,0
857,-121.38,55.96,0
858,-121.374722,40.418889,0
859,-121.3692,44.7309,0
860,-121.364794,38.056627,0
861,-121.36,72.65,0
862,-121.34,50.42,0
863,-121.328611,39.622222,0
864,-121.31448,36.73259,0
865,-121.3076,45.1647,0
866,-121.291297,35.709868,0
867,-121.29,51.65,0
868,-121.28,64.69,0
869,-121.261166,44.09145,0
870,-121.25,51.47,0
871,-121.2452,39.363883,0
872,-121.24,67.96,0
873,-121.232483,46.643457,0
874,-121.229906,45.789333,0
875,-121.2,61.72,0
876,-121.2,72.15,0
877,-121.1775,45.5947,0
878,-121.130203,38.691342,0
879,-121.1283,44.6336,0
880,-121.12039,46.98493,0
881,-121.11624,36.51002,0
882,-121.107778,40.626667,0
883,-121.1028,50.25,0
884,-121.10138,44.41893,0
885,-121.09149,41.465929,0
886,-121.09,47.75,0
887,-121.0888,56.2344,0
888,-121.06534,41.65063,0
889,-121.055615,38.903861,0
890,-121.05,59.47,0
891,-121.0475,35.6705,0
892,-121.03642,50.765003,0
893,-121.021303,55.126949,0
894,-121.0175,43.9248,0
895,-121.007,42.564,0
896,-120.9783,44.1989,0
897,-120.969259,42.372971,0
898,-120.966902,40.039924,0
899,-120.94,52.51,0
900,-120.92,56.45,0
901,-120.903774,41.306448,0
902,-120.899,49.54,0
903,-120.894188,40.993092,0
904,-120.8661,35.3133,0
905,-120.86,63.01,0
906,-120.84277,50.613897,0
907,-120.829913,39.018327,0
908,-120.824668,45.516774,0
909,-120.821687,38.61815,0
910,-120.82,64.27,0
911,-120.81533,46.66595,0
912,-120.807652,47.12534,0
913,-120.803,42.7098,0
914,-120.777743,49.067363,0
915,-120.777403,50.106155,0
916,-120.75,66.1,0
917,-120.72292,41.47997,0
918,-120.71,60.43,0
919,-120.7025,40.639444,0
920,-120.694781,35.687452,0
921,-120.687422,46.871393,0
922,-120.670983,38.289019,0
923,-120.67,56.14,0
924,-120.662064,44.357361,0
925,-120.642071,36.320619,0
926,-120.6259,42.4525,0
927,-120.616606,40.36635,0
928,-120.59861,34.80811,0
929,-120.59,53.99,0
930,-120.580101,47.469961,0
931,-120.5758,44.5416,0
932,-120.570556,39.470833,0
933,-120.561635,49.914007,0
934,-120.554797,44.815445,0
935,-120.546735,45.301646,0
936,-120.54518,34.559005,0
937,-120.545,42.6939,0
938,-120.527809,38.463373,0
939,-120.52,76.3,0
940,-120.51,50.16,0
941,-120.507,46.693979,0
942,-120.5,51,0
943,-120.455978,39.638092,0
944,-120.454144,35.493219,0
945,-120.452687,47.652744,0
946,-120.45045,35.1824,0
947,-120.448889,40.006389,0
948,-120.41951,46.48721,0
949,-120.4054,45.5842,0
950,-120.362628,38.764675,0
951,-120.3485,44.3914,0
952,-120.33,50.38,0
953,-120.33,73.06,0
954,-120.329969,46.310582,0
955,-120.319195,47.443564,0
956,-120.313479,46.882418,0
957,-120.3035,34.7475,0
958,-120.263084,50.673361,0
959,-120.25,68.19,0
960,-120.233928,39.433765,0
961,-120.227291,39.22779,0
962,-120.214254,38.514868,0
963,-120.2128,44.9991,0
964,-120.18,67.39,0
965,-120.173425,41.9743,0
966,-120.161055,48.48983,0
967,-120.1507,42.3162,0
968,-120.14,60.73,0
969,-120.13662,49.370997,0
970,-120.133789,38.111795,0
971,-120.1329,34.907,0
972,-120.1,59.32,0
973,-120.061836,50.848505,0
974,-120.048884,41.202275,0
975,-120.0474,44.5681,0
976,-120.0391217,39.94897774,0
977,-120.029517,40.403146,0
978,-120.02,63.78,0
979,-120.0072,44.7978,0
980,-120.00278,49.18222,0
981,-120.001667,37.828333,0
982,-120,56.15,0
983,-119.998036,39.514906,0
984,-119.981195,47.210583,0
